,item_id,activation_date,date_from,date_to
1008776,86d91a4a5f8b,2/17/17,3/15/17,3/19/17
1008777,e5c45b5e1a43,2/25/17,3/15/17,3/26/17
1008778,2788536849b3,3/6/17,3/15/17,3/28/17
1008779,92e9af9c7fdd,3/12/17,3/15/17,3/28/17
1008780,e10cd326740b,3/5/17,3/15/17,3/28/17
1008781,6d6c75521a72,2/21/17,3/15/17,3/23/17
1008782,77cc069d15ff,2/23/17,3/15/17,3/25/17
1008783,e45cd0db3cc1,3/14/17,3/15/17,3/22/17
1008784,8038fbe8d613,3/16/17,3/16/17,3/28/17
1008785,2b13ef76a251,3/12/17,3/15/17,3/28/17
1008786,6f90f14ca560,2/21/17,3/15/17,3/23/17
1008787,1e6d5f295c70,2/27/17,3/15/17,3/28/17
1008788,bbc2bfba97ba,3/25/17,3/25/17,3/28/17
1008789,8239192c5669,2/18/17,3/15/17,3/19/17
1008790,810fe1667edf,2/20/17,3/15/17,3/22/17
1008791,a54866fcc633,3/16/17,3/16/17,3/28/17
1008792,c77c1a97fdc6,3/17/17,3/17/17,3/28/17
1008793,94b6c56e23bc,3/14/17,3/15/17,3/28/17
1008794,776e27f59dec,3/23/17,3/23/17,3/28/17
1008795,2384f23b2e1c,2/27/17,3/15/17,3/28/17
1008796,1351414131f4,2/26/17,3/15/17,3/27/17
1008797,f786617a8683,3/22/17,3/22/17,3/28/17
1008798,4993df6301fe,2/18/17,3/15/17,3/20/17
1008799,d544d4956a65,3/8/17,3/15/17,3/28/17
1008800,f9e8dbd8d994,3/6/17,3/15/17,3/28/17
1008801,1649b8ae3c84,3/25/17,3/25/17,3/28/17
1008802,fc8291e6b119,2/23/17,3/15/17,3/25/17
1008803,7ce4bab0d5b1,3/10/17,3/15/17,3/28/17
1008804,1ea88cfb8910,2/27/17,3/15/17,3/28/17
1008805,c345e098d175,3/22/17,3/22/17,3/28/17
1008806,3dc4a05a56a8,3/17/17,3/17/17,3/28/17
1008807,598b88bfb347,2/28/17,3/15/17,3/28/17
1008808,cf4ccbfba369,3/14/17,3/15/17,3/28/17
1008809,9fa5cad0c3da,3/13/17,3/15/17,3/28/17
1008810,6b9088b28427,3/9/17,3/15/17,3/28/17
1008811,7fb2367c0ed6,3/5/17,3/15/17,3/28/17
1008812,750ae0efbb13,3/13/17,3/15/17,3/28/17
1008813,5e2cc91aca01,3/10/17,3/15/17,3/28/17
1008814,adb1c822fda8,3/10/17,3/15/17,3/28/17
1008815,2ec2a110365f,2/22/17,3/15/17,3/24/17
1008816,f02d3874281b,3/8/17,3/15/17,3/28/17
1008817,0933ee452892,3/16/17,3/16/17,3/28/17
1008818,d19f11b5f8ac,3/7/17,3/15/17,3/28/17
1008819,03258ea32b2f,2/18/17,3/15/17,3/19/17
1008820,68794db7d9c3,3/6/17,3/15/17,3/28/17
1008821,141142b02e4d,3/8/17,3/15/17,3/19/17
1008822,ca435008e2e7,3/14/17,3/15/17,3/28/17
1008823,0b6286c8fa91,3/24/17,3/24/17,3/28/17
1008824,046736d99e10,2/19/17,3/15/17,3/16/17
1008825,54d1191045c2,2/18/17,3/15/17,3/20/17
1008826,e7c33fea615f,2/13/17,3/15/17,3/15/17
1008827,dd360e3b7fab,2/15/17,3/15/17,3/17/17
1008828,b0319dd820b3,3/12/17,3/15/17,3/28/17
1008829,2b87f7e717be,3/24/17,3/24/17,3/28/17
1008830,e799d560001f,3/27/17,3/27/17,3/28/17
1008831,18c7ba52c6f8,3/21/17,3/21/17,3/28/17
1008832,52d8a3d359ec,2/15/17,3/15/17,3/16/17
1008833,c36676afd9ea,2/22/17,3/15/17,3/24/17
1008834,3f6a39363db9,3/5/17,3/15/17,3/28/17
1008835,3e22e6f68564,2/24/17,3/15/17,3/26/17
1008836,6b92545eb5dc,2/20/17,3/15/17,3/22/17
1008837,77c4d8ae2464,3/4/17,3/15/17,3/28/17
1008838,31cc285d759e,3/18/17,3/18/17,3/28/17
1008839,c129e1b50b6d,2/21/17,3/15/17,3/23/17
1008840,51ffc74b7026,3/1/17,3/15/17,3/28/17
1008841,52212bbfb2d9,3/19/17,3/19/17,3/28/17
1008842,378b3b45bad9,3/1/17,3/15/17,3/28/17
1008843,eb6a912f5394,2/22/17,3/15/17,3/24/17
1008844,cb902d79f41e,2/25/17,3/15/17,3/27/17
1008845,0c16f5d6415a,3/2/17,3/15/17,3/28/17
1008846,cc5c0f697893,3/20/17,3/20/17,3/28/17
1008847,83db50c7a1ec,3/21/17,3/21/17,3/28/17
1008848,384224da0ddf,2/22/17,3/15/17,3/23/17
1008849,9fb383ddfc2d,3/13/17,3/15/17,3/28/17
1008850,2299b57333e0,2/15/17,3/15/17,3/17/17
1008851,2bad88fd91bb,3/9/17,3/15/17,3/28/17
1008852,b09f2b9e1b55,2/24/17,3/15/17,3/26/17
1008853,1e4906d33110,3/15/17,3/15/17,3/28/17
1008854,0429c87116d7,3/11/17,3/15/17,3/28/17
1008855,7b8749d11030,2/20/17,3/15/17,3/22/17
1008856,45b4984856cb,3/27/17,3/27/17,3/28/17
1008857,2b16f9e7c522,3/22/17,3/22/17,3/28/17
1008858,d2d545da6808,3/5/17,3/15/17,3/28/17
1008859,bca1ccdeeb18,2/14/17,3/15/17,3/16/17
1008860,be6071d848fd,2/23/17,3/15/17,3/25/17
1008861,24c9000e4b8a,3/19/17,3/19/17,3/28/17
1008862,71483ebc6816,3/17/17,3/17/17,3/28/17
1008863,79208fe1d294,3/20/17,3/20/17,3/28/17
1008864,22e424bcacfe,3/2/17,3/15/17,3/28/17
1008865,066f6e377686,3/14/17,3/15/17,3/28/17
1008866,ef3a3db87562,3/24/17,3/24/17,3/28/17
1008867,d0714ff58163,3/10/17,3/15/17,3/28/17
1008868,b06c4b9e73f9,3/22/17,3/22/17,3/28/17
1008869,b1ae1f4a2061,3/10/17,3/15/17,3/28/17
1008870,ea3686b1a3e6,3/15/17,3/15/17,3/28/17
1008871,4a676c18ca6d,2/18/17,3/15/17,3/19/17
1008872,36e929aaf500,2/22/17,3/15/17,3/24/17
1008873,b1c70ee3e8ad,2/24/17,3/15/17,3/26/17
1008874,07b9ca807921,2/26/17,3/15/17,3/27/17
1008875,17dd1b802ec4,2/17/17,3/15/17,3/19/17
1008876,641b70de8fdc,2/20/17,3/15/17,3/22/17
1008877,712d553af3c8,2/23/17,3/15/17,3/25/17
1008878,50da00ac8baf,2/19/17,3/15/17,3/21/17
1008879,a98e01d0da68,3/1/17,3/15/17,3/28/17
1008880,73f1311a1c49,2/22/17,3/15/17,3/24/17
1008881,3d3cf302989b,3/12/17,3/15/17,3/28/17
1.01E+06,512e4005bee9,3/6/17,3/15/17,3/28/17
1008883,3d94150d1a23,3/6/17,3/15/17,3/28/17
1008884,7cbe451f4764,2/19/17,3/15/17,3/21/17
1008885,ee7f61de78b3,2/19/17,3/15/17,3/17/17
1.01E+06,25977894e306,3/17/17,3/17/17,3/28/17
1008887,fbb48966d315,3/22/17,3/22/17,3/28/17
1008888,3edcc752da27,3/28/17,3/28/17,3/28/17
1008889,fd3f3d4446d7,2/21/17,3/15/17,3/23/17
1008890,efe5c4774d11,3/7/17,3/15/17,3/28/17
1008891,c0b9c968af0e,3/16/17,3/16/17,3/28/17
1008892,47e26c26aca6,2/20/17,3/15/17,3/21/17
1008893,13d1fa550bbe,3/23/17,3/23/17,3/28/17
1008894,ae2fe2f0415f,3/10/17,3/15/17,3/28/17
1008895,7d174ad78bd7,3/4/17,3/15/17,3/28/17
1008896,0ee77a265573,3/5/17,3/15/17,3/28/17
1008897,2e96a2838f5d,2/20/17,3/15/17,3/22/17
1008898,328d57b7076a,3/7/17,3/15/17,3/28/17
1008899,05632579be35,2/20/17,3/15/17,3/22/17
1008900,b37fe0f899a4,3/4/17,3/15/17,3/28/17
1008901,fb34e7696c63,3/8/17,3/15/17,3/28/17
1008902,688471066c3a,3/3/17,3/15/17,3/28/17
1008903,0ae70b07c4a7,3/12/17,3/15/17,3/28/17
1008904,b1d93682287f,2/15/17,3/15/17,3/17/17
1008905,580c6c67097d,2/25/17,3/15/17,3/27/17
1008906,78ecfc1fe1d4,2/17/17,3/15/17,3/19/17
1008907,e1de8b861891,3/28/17,3/28/17,3/28/17
1008908,2e982eb034e7,3/26/17,3/26/17,3/28/17
1008909,1bc2fba916f9,3/6/17,3/15/17,3/23/17
1008910,c038cdaba569,3/17/17,3/17/17,3/28/17
1008911,bc835c2a1e02,2/23/17,3/15/17,3/25/17
1008912,eb9c46510512,3/1/17,3/15/17,3/28/17
1008913,22d9c5231244,3/12/17,3/15/17,3/28/17
1008914,4b3b12ce24fa,3/6/17,3/15/17,3/28/17
1008915,00f13fca7825,3/24/17,3/24/17,3/28/17
1008916,e262ab81a327,3/6/17,3/15/17,3/28/17
1008917,458f37cb02f7,3/15/17,3/15/17,3/28/17
1008918,7f5b6ad5f6cb,2/20/17,3/15/17,3/22/17
1008919,bf9a9651102a,2/25/17,3/15/17,3/26/17
1008920,b8ad1fd1af43,3/16/17,3/16/17,3/28/17
1008921,d7923f840143,2/22/17,3/15/17,3/20/17
1008922,8ae960ee51c1,3/24/17,3/24/17,3/28/17
1008923,694014f49681,2/14/17,3/15/17,3/16/17
1008924,10b1747f20c7,3/26/17,3/26/17,3/28/17
1008925,1d9f026992b1,3/16/17,3/16/17,3/28/17
1008926,75a6e420f411,3/15/17,3/15/17,3/28/17
1008927,7938fe2321eb,2/23/17,3/15/17,3/25/17
1008928,cb7076c05234,2/20/17,3/15/17,3/22/17
1008929,f6f1cf67ab54,2/21/17,3/15/17,3/22/17
1008930,34a24cba077c,3/13/17,3/15/17,3/28/17
1008931,0ee4648b14ee,2/25/17,3/15/17,3/26/17
1008932,0fe5222e3aab,2/13/17,3/15/17,3/15/17
1008933,d2b62568c4d7,3/25/17,3/25/17,3/28/17
1008934,7e7777812249,2/15/17,3/15/17,3/17/17
1008935,0a0c6bb51415,3/7/17,3/15/17,3/28/17
1008936,9d7fa373562c,2/28/17,3/15/17,3/20/17
1008937,2864473edeaa,3/6/17,3/15/17,3/28/17
1008938,f56cc34f03f9,3/23/17,3/23/17,3/28/17
1008939,85f2edcf4fd7,2/18/17,3/15/17,3/20/17
1008940,9f672bd49076,3/4/17,3/15/17,3/28/17
1008941,118d565808b6,3/26/17,3/26/17,3/28/17
1008942,8bbcd40f4228,2/17/17,3/15/17,3/19/17
1008943,f909321a805d,3/24/17,3/24/17,3/28/17
1008944,5b06b085f92d,3/18/17,3/18/17,3/28/17
1008945,b31cf38fc76e,2/23/17,3/15/17,3/23/17
1008946,7474be8fd58e,2/22/17,3/15/17,3/24/17
1008947,b2d52a40df20,3/7/17,3/15/17,3/21/17
1008948,35ab76f64ee0,3/4/17,3/15/17,3/28/17
1008949,e07f7fd4a27c,3/10/17,3/15/17,3/28/17
1008950,7fb9af76cc9d,3/13/17,3/15/17,3/28/17
1008951,9e32bdc675a5,3/10/17,3/15/17,3/28/17
1008952,6d03b2483f57,2/20/17,3/15/17,3/22/17
1008953,8ee4b8237a9b,2/22/17,3/15/17,3/23/17
1008954,983d21ac8510,3/11/17,3/15/17,3/28/17
1008955,28ef7174d3ca,2/28/17,3/15/17,3/28/17
1008956,551fe039b1f2,3/23/17,3/23/17,3/28/17
1008957,30a922ce4e88,3/11/17,3/15/17,3/28/17
1008958,2bd0ee5ad74b,3/25/17,3/25/17,3/28/17
1008959,69d8caff072c,3/1/17,3/15/17,3/28/17
1008960,edb4b0bf6f3c,3/16/17,3/16/17,3/28/17
1008961,babfa4577376,2/26/17,3/15/17,3/28/17
1008962,f8fd701164af,2/27/17,3/15/17,3/28/17
1008963,f5e8ddd9d548,2/22/17,3/15/17,3/24/17
1008964,2fbebefa52a6,2/20/17,3/15/17,3/21/17
1008965,a4fa5242bab9,3/14/17,3/15/17,3/28/17
1008966,20f701c8e293,3/4/17,3/15/17,3/28/17
1008967,ab8fa73f42f6,2/24/17,3/15/17,3/25/17
1008968,1f4ddcd61928,3/18/17,3/18/17,3/28/17
1008969,9c68a3591c93,2/26/17,3/15/17,3/27/17
1.01E+06,595e507d01cd,3/13/17,3/15/17,3/28/17
1008971,2632d0997185,3/4/17,3/15/17,3/28/17
1008972,5f255ae151d8,3/18/17,3/18/17,3/28/17
1008973,917d2e113bba,2/24/17,3/15/17,3/26/17
1008974,5ecb263ad968,2/25/17,3/15/17,3/27/17
1008975,cd367611cbea,3/5/17,3/15/17,3/28/17
1008976,b7fa312c53ea,2/26/17,3/15/17,3/28/17
1008977,f2000051f22f,3/5/17,3/15/17,3/28/17
1008978,d0c31b9d45a1,2/21/17,3/15/17,3/23/17
1008979,ac771c68d35f,3/14/17,3/15/17,3/28/17
1008980,f5794687f5c5,3/1/17,3/15/17,3/28/17
1008981,f970c727091f,2/26/17,3/15/17,3/27/17
1008982,466f943327d8,3/12/17,3/15/17,3/28/17
1008983,f5c173028f80,2/21/17,3/15/17,3/23/17
1.01E+06,70321e322569,3/11/17,3/15/17,3/28/17
1008985,c682ed277a38,3/10/17,3/15/17,3/28/17
1008986,6b542acb0b2d,3/2/17,3/15/17,3/28/17
1008987,d6bc47d3bd12,3/19/17,3/19/17,3/28/17
1008988,3e2d2a5ec9fe,3/25/17,3/25/17,3/28/17
1008989,8b301207d7f4,2/27/17,3/15/17,3/28/17
1008990,b16b8ae9a715,2/21/17,3/15/17,3/22/17
1008991,1c69a26707ff,3/2/17,3/15/17,3/28/17
1008992,d442e74d9797,3/27/17,3/27/17,3/28/17
1008993,9037063b9bca,3/3/17,3/15/17,3/28/17
1008994,09b6201e95a6,2/25/17,3/15/17,3/27/17
1008995,85f5304ce606,3/10/17,3/15/17,3/28/17
1008996,de3ef1d17a36,3/18/17,3/18/17,3/28/17
1008997,1e4cc44e5c82,2/24/17,3/15/17,3/26/17
1008998,4c6e7a38c718,3/10/17,3/15/17,3/28/17
1008999,4a1f56eeba33,3/5/17,3/15/17,3/28/17
1009000,0f13841ef18b,3/3/17,3/15/17,3/28/17
1009001,c29b272b84ee,3/20/17,3/20/17,3/28/17
1009002,66369086505f,3/22/17,3/22/17,3/28/17
1009003,5f5987676aec,2/24/17,3/15/17,3/25/17
1009004,57e499b766c9,2/25/17,3/15/17,3/27/17
1009005,d34337ee431c,2/24/17,3/15/17,3/26/17
1009006,db299b16b55c,2/15/17,3/15/17,3/17/17
1009007,34573ff13d89,2/16/17,3/15/17,3/18/17
1009008,83bf6638e355,3/6/17,3/15/17,3/28/17
1009009,f636de92b028,3/20/17,3/20/17,3/28/17
1009010,67602531f30f,2/22/17,3/15/17,3/24/17
1009011,3dc98fab0231,3/26/17,3/26/17,3/28/17
1009012,4cb5229f0b3c,3/11/17,3/15/17,3/28/17
1009013,d56e341d7f91,3/20/17,3/20/17,3/28/17
1009014,af1a5a5dc46f,3/18/17,3/18/17,3/28/17
1009015,6d1f65549b67,3/6/17,3/15/17,3/28/17
1009016,5503e12ed871,2/21/17,3/15/17,3/23/17
1009017,4f337fba388a,3/22/17,3/22/17,3/28/17
1009018,9a4471ef2b43,3/21/17,3/21/17,3/28/17
1009019,a4b3f118bef5,2/18/17,3/15/17,3/20/17
1009020,9629d40a1ea0,2/24/17,3/15/17,3/26/17
1009021,ecf482f491e4,2/25/17,3/15/17,3/27/17
1009022,542ca2c065dd,3/24/17,3/24/17,3/28/17
1009023,2e6bd8344e1d,2/16/17,3/15/17,3/17/17
1009024,67d90c392a1e,2/16/17,3/15/17,3/18/17
1009025,95a9afd53d6e,3/16/17,3/16/17,3/28/17
1009026,9b4100b1de07,3/19/17,3/19/17,3/28/17
1009027,b9f4f918fcfc,3/17/17,3/17/17,3/19/17
1009028,22187703fe04,3/6/17,3/15/17,3/28/17
1009029,d48672850eca,3/4/17,3/15/17,3/21/17
1009030,1b780dd982c6,3/1/17,3/15/17,3/24/17
1009031,b786243439d8,2/26/17,3/15/17,3/27/17
1009032,6c85ffb59690,3/2/17,3/15/17,3/28/17
1009033,2c6e230d6e01,2/19/17,3/15/17,3/20/17
1009034,498664bb057b,2/27/17,3/15/17,3/28/17
1009035,c3a32f99f8cf,3/3/17,3/15/17,3/16/17
1009036,4d0e4ae11476,3/4/17,3/15/17,3/28/17
1009037,feb24022caf2,2/28/17,3/15/17,3/28/17
1009038,b9425aa0167d,2/22/17,3/15/17,3/24/17
1009039,4343a138cf0b,2/26/17,3/15/17,3/22/17
1009040,359cd8649631,2/15/17,3/15/17,3/17/17
1009041,765f2fa98114,3/12/17,3/15/17,3/17/17
1009042,ac6e7b45ca15,2/21/17,3/15/17,3/23/17
1009043,23ce0e0c4933,3/7/17,3/15/17,3/28/17
1009044,c65a9a03bc68,2/17/17,3/15/17,3/18/17
1009045,964b54462c85,3/8/17,3/15/17,3/25/17
1009046,1.87E+11,2/17/17,3/15/17,3/18/17
1009047,017a819ed23a,3/14/17,3/15/17,3/28/17
1009048,e08b767bea00,3/4/17,3/15/17,3/28/17
1009049,c8662ff9bb7a,3/27/17,3/27/17,3/28/17
1009050,f7f08790f32f,3/16/17,3/16/17,3/28/17
1009051,2d96c96de8bb,3/5/17,3/15/17,3/28/17
1009052,8f0b4679eb20,3/17/17,3/17/17,3/21/17
1009053,68bf982ea89a,3/20/17,3/20/17,3/28/17
1009054,c7ecf9ea1084,3/7/17,3/15/17,3/28/17
1009055,052b1b48d687,3/6/17,3/15/17,3/28/17
1009056,617a9a650d87,2/20/17,3/15/17,3/22/17
1009057,b38cb09a6d53,3/20/17,3/20/17,3/28/17
1009058,2326f5736156,3/6/17,3/15/17,3/28/17
1009059,5dc9f6902e59,3/3/17,3/15/17,3/28/17
1009060,11c9076a5341,2/25/17,3/15/17,3/27/17
1009061,2efb0ffe1997,3/1/17,3/15/17,3/28/17
1009062,54ccccbc2adf,3/21/17,3/21/17,3/28/17
1009063,b4eb1df946a9,3/11/17,3/15/17,3/28/17
1009064,4159b1bb90f9,3/6/17,3/15/17,3/28/17
1009065,f71f21c88731,2/22/17,3/15/17,3/24/17
1009066,3d1b877f9f9b,2/20/17,3/15/17,3/22/17
1009067,71473915626f,3/19/17,3/19/17,3/28/17
1009068,befecfa8f829,2/15/17,3/15/17,3/17/17
1009069,f65c68354e3f,3/14/17,3/15/17,3/28/17
1009070,2be39e6a9f85,3/6/17,3/15/17,3/28/17
1009071,719b4a83a2c1,3/15/17,3/15/17,3/28/17
1009072,e7f471ba28e4,3/28/17,3/28/17,3/28/17
1009073,5752e7fb6c9c,3/14/17,3/15/17,3/28/17
1009074,feb8aa1811b2,3/4/17,3/15/17,3/28/17
1009075,65446314b606,3/4/17,3/15/17,3/28/17
1009076,a1f6ed1ea526,2/22/17,3/15/17,3/24/17
1009077,75461ca1429d,3/1/17,3/15/17,3/28/17
1009078,48ad35464e44,3/12/17,3/15/17,3/28/17
1009079,66aae3f45392,2/24/17,3/15/17,3/26/17
1009080,f6ecdcc1cb7c,3/1/17,3/15/17,3/28/17
1009081,56cab6dfc3f5,3/11/17,3/15/17,3/28/17
1009082,0a976280fb95,2/14/17,3/15/17,3/15/17
1009083,9d29e74a191e,3/14/17,3/15/17,3/28/17
1009084,e821dea828c5,2/20/17,3/15/17,3/22/17
1009085,f5a4719a033b,3/3/17,3/15/17,3/28/17
1009086,313f52ef93e7,3/8/17,3/15/17,3/28/17
1009087,157bd612f5db,3/14/17,3/15/17,3/28/17
1009088,d32fa465a89d,3/12/17,3/15/17,3/28/17
1009089,0dc46404bd5d,3/19/17,3/19/17,3/20/17
1009090,93a4b52ac2b5,3/2/17,3/15/17,3/28/17
1009091,a0f10b26064a,2/17/17,3/15/17,3/19/17
1009092,b795f1401e4d,3/21/17,3/21/17,3/28/17
1009093,436606d68c06,3/27/17,3/27/17,3/28/17
1009094,56e49c290361,3/14/17,3/15/17,3/21/17
1009095,00a4a080aba3,3/6/17,3/15/17,3/28/17
1009096,910d4ad4eed1,3/25/17,3/25/17,3/27/17
1009097,ed9f61bce489,3/16/17,3/16/17,3/28/17
1009098,ae730e90f4cb,3/1/17,3/15/17,3/28/17
1009099,262bc23dc5f2,3/18/17,3/18/17,3/28/17
1009100,1d995227ebff,3/1/17,3/15/17,3/28/17
1009101,2f114a0bedce,3/19/17,3/19/17,3/28/17
1009102,8b38619cf229,3/9/17,3/15/17,3/28/17
1009103,b4edba587aec,3/3/17,3/15/17,3/28/17
1009104,3375e73b4f60,3/24/17,3/24/17,3/28/17
1009105,d79c2eb9fd37,3/14/17,3/15/17,3/28/17
1009106,b7892fb9bd1c,3/1/17,3/15/17,3/28/17
1009107,b388684858e6,3/8/17,3/15/17,3/28/17
1009108,9b3f307243d1,3/25/17,3/25/17,3/28/17
1009109,5d764150bec9,3/11/17,3/15/17,3/28/17
1009110,5df100a383e6,2/17/17,3/15/17,3/19/17
1.01E+06,331e0458ce34,2/24/17,3/15/17,3/26/17
1009112,6edc9624df27,3/9/17,3/15/17,3/28/17
1009113,d1aaceea1b3b,3/14/17,3/15/17,3/28/17
1009114,8812eda57186,2/17/17,3/15/17,3/18/17
1009115,194d766ad58d,3/7/17,3/15/17,3/28/17
1009116,5b10a4120fec,2/27/17,3/15/17,3/22/17
1009117,4b4a454dc54d,3/3/17,3/15/17,3/28/17
1009118,708c31c889f8,3/3/17,3/15/17,3/28/17
1009119,5eeeb4122d62,2/23/17,3/15/17,3/24/17
1009120,129412c0021c,3/4/17,3/15/17,3/28/17
1009121,ec327b238f62,3/16/17,3/16/17,3/28/17
1009122,63f66ce388f4,3/13/17,3/15/17,3/28/17
1009123,8623be70e86c,3/18/17,3/18/17,3/28/17
1009124,6f2046c9315b,2/27/17,3/15/17,3/28/17
1009125,9efe31cb0667,2/27/17,3/15/17,3/28/17
1009126,25b2c17e4c17,3/10/17,3/15/17,3/28/17
1009127,df7ec15f2dc1,3/3/17,3/15/17,3/28/17
1009128,25e00bce60a1,2/21/17,3/15/17,3/23/17
1009129,c0bfcb8bac88,3/24/17,3/24/17,3/28/17
1009130,34efdb3086ab,2/15/17,3/15/17,3/16/17
1009131,09f6357f9cd3,3/17/17,3/17/17,3/28/17
1009132,2b526eccb6aa,2/13/17,3/15/17,3/15/17
1009133,a70fb09a0ed4,2/16/17,3/15/17,3/18/17
1009134,65a2dc9279fb,2/16/17,3/15/17,3/18/17
1009135,3c4f7ebc2de8,2/20/17,3/15/17,3/22/17
1009136,24d25cc311e4,3/16/17,3/16/17,3/28/17
1009137,b2e727df65fb,3/15/17,3/15/17,3/28/17
1009138,492269fd8f40,2/28/17,3/15/17,3/28/17
1009139,906cf4047b66,2/27/17,3/15/17,3/28/17
1009140,96fca647eef4,3/5/17,3/15/17,3/28/17
1009141,7df45fee9cef,3/22/17,3/22/17,3/28/17
1009142,4a972a7117f7,3/20/17,3/20/17,3/28/17
1009143,858970f5dbaf,3/5/17,3/15/17,3/28/17
1009144,ea3ad765c044,2/14/17,3/15/17,3/16/17
1009145,29f047f05541,3/14/17,3/15/17,3/28/17
1009146,4f3bfe8ac10c,2/28/17,3/15/17,3/28/17
1009147,46943106608b,3/3/17,3/15/17,3/28/17
1009148,87e7f9a31ac0,3/24/17,3/24/17,3/28/17
1.01E+06,5539042e4107,3/13/17,3/15/17,3/28/17
1009150,f3d186f443e9,3/24/17,3/24/17,3/28/17
1009151,2f4979c19ced,3/23/17,3/23/17,3/28/17
1009152,2a579e1e451d,2/16/17,3/15/17,3/18/17
1009153,d6a40f5286d2,2/23/17,3/15/17,3/25/17
1009154,d01031208fb1,3/11/17,3/15/17,3/28/17
1009155,5bd1d742b01b,2/19/17,3/15/17,3/21/17
1009156,ecba08f1d09d,3/21/17,3/21/17,3/28/17
1009157,9afdff709b02,3/21/17,3/21/17,3/28/17
1009158,3b179898aef6,2/20/17,3/15/17,3/22/17
1009159,9bd1453f8f39,3/9/17,3/15/17,3/28/17
1009160,38c326b4a743,3/24/17,3/24/17,3/28/17
1009161,69b4b7bf1c2d,3/12/17,3/15/17,3/28/17
1009162,c9b1573000b5,3/3/17,3/15/17,3/28/17
1009163,97d1cb423e86,3/21/17,3/21/17,3/28/17
1009164,2f2a1a6891be,2/13/17,3/15/17,3/15/17
1009165,38e231c9c47e,3/26/17,3/26/17,3/28/17
1009166,2717fdd24f99,2/22/17,3/15/17,3/24/17
1009167,d1e661ada883,3/14/17,3/15/17,3/28/17
1009168,dc982974d7a2,3/10/17,3/15/17,3/28/17
1009169,2b75c6924704,3/14/17,3/15/17,3/28/17
1009170,4b26ce35f6f1,2/14/17,3/15/17,3/16/17
1009171,5db1ee6ed4c5,3/3/17,3/15/17,3/28/17
1009172,04dfaaada977,2/15/17,3/15/17,3/16/17
1009173,4058e6e611e0,3/26/17,3/26/17,3/28/17
1009174,5f6d3dbc6ea6,3/14/17,3/15/17,3/28/17
1009175,bf6d93062226,2/15/17,3/15/17,3/17/17
1009176,9b17d4dd7c02,3/27/17,3/27/17,3/28/17
1009177,2c480b03bc8b,2/15/17,3/15/17,3/17/17
1009178,b8b06c6409a0,2/19/17,3/15/17,3/21/17
1009179,0c44101c6cb7,3/24/17,3/24/17,3/28/17
1009180,a34ed6458d6c,3/9/17,3/15/17,3/28/17
1009181,e2d2962e0d3f,3/8/17,3/15/17,3/28/17
1009182,377a74cb4b7e,3/14/17,3/15/17,3/28/17
1009183,7c4acec9f139,2/26/17,3/15/17,3/27/17
1009184,c664feb68545,2/28/17,3/15/17,3/28/17
1009185,434733ce4fe6,3/25/17,3/25/17,3/28/17
1009186,589e4e8d13cf,3/17/17,3/17/17,3/28/17
1009187,bcbb2d469427,2/25/17,3/15/17,3/27/17
1009188,71904bf75eb3,2/28/17,3/15/17,3/28/17
1009189,86be75a2fa04,3/17/17,3/17/17,3/28/17
1009190,b72e2905fa0d,3/20/17,3/20/17,3/28/17
1009191,e793a0b5d3a5,3/11/17,3/15/17,3/20/17
1009192,3a5b4c9c3ab5,3/2/17,3/15/17,3/28/17
1009193,9b6694654c85,2/21/17,3/15/17,3/23/17
1009194,b01e1338b2db,2/19/17,3/15/17,3/21/17
1009195,7e4fff452c44,2/18/17,3/15/17,3/19/17
1009196,f73446e8448f,3/24/17,3/24/17,3/28/17
1009197,3c59efab026d,3/12/17,3/15/17,3/28/17
1009198,2d4e0064c96b,3/22/17,3/22/17,3/28/17
1009199,590efbe517bd,3/23/17,3/23/17,3/28/17
1009200,d47496d71caf,2/26/17,3/15/17,3/27/17
1009201,bb9e5ef532d4,3/28/17,3/28/17,3/28/17
1009202,cfd1e13fbc30,2/23/17,3/15/17,3/25/17
1009203,4ee852fd1b9b,3/22/17,3/22/17,3/28/17
1009204,354a93ae731d,2/25/17,3/15/17,3/26/17
1009205,6dde996b42fd,3/24/17,3/24/17,3/28/17
1009206,1e879b699420,3/5/17,3/15/17,3/28/17
1009207,1de0528dafef,3/1/17,3/15/17,3/28/17
1009208,913e6baebe89,2/28/17,3/15/17,3/28/17
1009209,c2ecf7611064,3/10/17,3/15/17,3/28/17
1009210,dadb9e94869e,3/23/17,3/23/17,3/28/17
1009211,345f338106dc,3/13/17,3/15/17,3/28/17
1009212,f34efb4ce497,3/26/17,3/26/17,3/28/17
1009213,3f78ed98decf,2/28/17,3/15/17,3/28/17
1009214,a7a4674a4020,3/8/17,3/15/17,3/28/17
1009215,2fef2b876c7b,3/9/17,3/15/17,3/28/17
1009216,72afe8d8fdf4,2/20/17,3/15/17,3/22/17
1009217,47c996169c36,3/22/17,3/22/17,3/28/17
1009218,ff02e3b11c04,3/22/17,3/22/17,3/28/17
1009219,609f1fe9d37a,3/4/17,3/15/17,3/28/17
1009220,cdb9cdb1c342,3/24/17,3/24/17,3/28/17
1009221,1f4a76a78599,2/14/17,3/15/17,3/15/17
1009222,7b54417cdf9d,3/13/17,3/15/17,3/28/17
1009223,8fad1c809782,2/22/17,3/15/17,3/24/17
